"asset_id","product_family","asset_type","source_url","source_page","original_filename","local_path","captured_at","file_hash","license_basis","usage_pages","alt_text","status","notes","source_bytes","source_archive_path","local_file_hash","local_bytes","local_width","local_height","pipeline_action"
"ke-pdf-003","evogloss-reflections","catalog-pdf","https://www.kastamonuentegre.com/uploads/2025/01/evogloss-reflections-1.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","evogloss-reflections-1.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-evogloss-reflections-2025-v1.pdf","2026-07-26","sha256:35c80bc5b088c41d6e8ade0c61b92c452d8ea17465dee7a1478a5687fd0bcfe1","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Evogloss Reflections kataloğu","onaylı","2025 kaynak dizini; PDF metadata 2.10B'de doğrulanacak.","11143969","","","","","","metadata-only"
"ke-pdf-004","evosoft","catalog-pdf","https://www.kastamonuentegre.com/uploads/2025/01/evosoft-tr.pdf","https://www.kastamonuentegre.com/tr_tr/kataloglar","evosoft-tr.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-evosoft-2025-v1.pdf","2026-07-26","TBD-2.10B","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Evosoft kataloğu","aday","Katalog merkezinde mevcut; dekoratif panel ürün sayfasındaki ürün listesiyle eşleştirme 2.10B'de doğrulanacak.","","","","","","","skip"
"ke-pdf-005","evogloss","catalog-pdf","https://www.kastamonuentegre.com/uploads/2022/12/evogloss-2020-katalog.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","evogloss-2020-katalog.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-evogloss-2020-v1.pdf","2026-07-26","sha256:ffab3ebce1232aef69ae5bc868156d607744f8621448bae70b62ba65814dc88e","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Evogloss 2020 kataloğu","onaylı","Eski tarihli katalog; daha güncel Reflections dosyasıyla sürüm ilişkisi 2.10B'de belirlenecek.","15245715","","","","","","metadata-only"
"ke-pdf-006","glossmax-pro","catalog-pdf","https://www.kastamonuentegre.com/uploads/2022/12/glossmax-pro-katalog.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","glossmax-pro-katalog.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-glossmax-pro-yil-tbd-v1.pdf","2026-07-26","sha256:e1350980b1f6527e22d38da192feec46cfe49b929e0f108003cfe9d9125a05c0","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Glossmax Pro kataloğu","onaylı","PDF iç metadata/yayın yılı 2.10B'de doğrulanacak.","19300809","","","","","","metadata-only"
"ke-pdf-007","glossmax-pro","guide-pdf","https://www.kastamonuentegre.com/uploads/2022/12/glossmax-pro-kullanim-kilavuzu-2023.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","glossmax-pro-kullanim-kilavuzu-2023.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-glossmax-pro-kullanim-2023-v1.pdf","2026-07-26","sha256:ac1fca59132cbb09ca647abedd3c428f75d68303f0ede6b7471161ce06320816","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Glossmax Pro kullanım kılavuzu","onaylı","Katalog merkezinde ikincil doküman.","2468095","","","","","","metadata-only"
"ke-pdf-008","glossmax","guide-pdf","https://www.kastamonuentegre.com/uploads/2022/12/glossmax-kullanim-kilavuzu-2023.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","glossmax-kullanim-kilavuzu-2023.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-glossmax-kullanim-2023-v1.pdf","2026-07-26","sha256:71736ac3a6e2904280741924ebdbcc6f83fdc91d9d95e41b49b9b531682ce4fb","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Glossmax kullanım kılavuzu","onaylı","Katalog merkezinde ikincil doküman.","1200612","","","","","","metadata-only"
"ke-pdf-009","glossmax-pro","presentation-pdf","https://www.kastamonuentegre.com/uploads/2022/12/glossmax-pro-sunum.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","glossmax-pro-sunum.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-glossmax-pro-yil-tbd-sunum-v1.pdf","2026-07-26","TBD-2.10B","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Glossmax Pro sunumu","aday","Birincil katalogla içerik çakışması varsa kullanıcıya gösterilmeyecek.","","","","","","","skip"
"ke-pdf-010","glossmax","presentation-pdf","https://www.kastamonuentegre.com/uploads/2022/12/glossmax-sunum.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","glossmax-sunum.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-glossmax-yil-tbd-sunum-v1.pdf","2026-07-26","sha256:bebd0623933745eadb859bdcbb5b85d95007a01c17341a14f7f5de6b2bc8cdb5","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Glossmax sunumu","onaylı","Resmî sayfada Glossmax için sunum dosyası katalog CTA'sı olarak listeleniyor.","4519261","","","","","","metadata-only"
"ke-pdf-011","mattplus","catalog-pdf","https://www.kastamonuentegre.com/uploads/2022/12/mattplus-katalog.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","mattplus-katalog.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-mattplus-yil-tbd-v1.pdf","2026-07-26","sha256:2139c48dacfda4dc22da90516cbf91e2e1ee1cb573069680fdcc1b2a5c85f6e5","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Mattplus kataloğu","onaylı","PDF iç metadata/yayın yılı 2.10B'de doğrulanacak.","5345290","","","","","","metadata-only"
"ke-pdf-012","mattplus","guide-pdf","https://www.kastamonuentegre.com/uploads/2022/12/mattplus-kullanim-kilavuzu-2022.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","mattplus-kullanim-kilavuzu-2022.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-mattplus-kullanim-2022-v1.pdf","2026-07-26","sha256:6362dc16d9a1ff810159392a822e017e4a919336a7e285f961a4edbad44d4e41","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Mattplus kullanım kılavuzu","onaylı","Katalog merkezinde ikincil doküman.","1801485","","","","","","metadata-only"
"ke-pdf-013","mattplus","presentation-pdf","https://www.kastamonuentegre.com/uploads/2022/12/mattpluss-sunum.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","mattpluss-sunum.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-mattplus-yil-tbd-sunum-v1.pdf","2026-07-26","TBD-2.10B","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Mattplus sunumu","aday","Kaynak dosya adındaki 'mattpluss' yazımı korunmuştur; katalogla çakışırsa kullanıcıya gösterilmeyecek.","","","","","","","skip"
"ke-pdf-014","doorlam","catalog-pdf","https://www.kastamonuentegre.com/uploads/2024/12/doorlam-katalog-tr-en-2024.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/kapi-paneli","doorlam-katalog-tr-en-2024.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-doorlam-2024-v1.pdf","2026-07-26","sha256:e3d8cb5ec12ab798aec11aec4f162fb25e10dbd5ac32aabc7c05634a3827b8c9","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/kapi-paneli/","Kastamonu Entegre Doorlam 2024 kataloğu","onaylı","TR/EN resmî katalog.","2956526","public/documents/kastamonu-entegre/kastamonu-entegre-doorlam-2024-v1.pdf","sha256:e3d8cb5ec12ab798aec11aec4f162fb25e10dbd5ac32aabc7c05634a3827b8c9","2956526","","","copy-original"
"ke-pdf-015","doorpan","catalog-pdf","https://www.kastamonuentegre.com/uploads/2024/12/dorpan-2234-katalog-tr-en.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/kapi-paneli","dorpan-2234-katalog-tr-en.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-doorpan-2024-v1.pdf","2026-07-26","sha256:375da062360d7ff5d6406d7fab643fd33f4363637780e44a4526e191e307ce11","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/kapi-paneli/","Kastamonu Entegre Doorpan kataloğu","onaylı","Kaynak dosya adı 'dorpan'; sayfa başlığı 'Doorpan'. Kullanıcı yüzünde Doorpan kullanılacak.","4925509","public/documents/kastamonu-entegre/kastamonu-entegre-doorpan-2024-v1.pdf","sha256:375da062360d7ff5d6406d7fab643fd33f4363637780e44a4526e191e307ce11","4925509","","","copy-original"
"ke-pdf-016","safe-surface","brochure-pdf","https://www.kastamonuentegre.com/uploads/2022/12/safe-surfaces-brochure.pdf","https://www.kastamonuentegre.com/tr_tr/kataloglar","safe-surfaces-brochure.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-safe-surface-yil-tbd-v1.pdf","2026-07-26","TBD-2.10B","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Safe Surface broşürü","aday","Teknolojinin hangi ürün/dekorlarla güncel olarak sunulduğu 2.10B'de PDF içinden doğrulanacak.","","","","","","","skip"
"ke-pdf-017","quietpan","brochure-pdf","https://www.kastamonuentegre.com/uploads/2022/12/quietpan-brosguer.pdf","https://www.kastamonuentegre.com/tr_tr/kataloglar","quietpan-brosguer.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-quietpan-yil-tbd-v1.pdf","2026-07-26","TBD-2.10B","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre QuietPan broşürü","aday","Teknolojinin ham MDF sayfasına doğrudan bağlanması uygun değil; ürün eşleştirmesi doğrulanacak.","","","","","","","skip"
"ke-pdf-018","colorpan","catalog-pdf","https://www.kastamonuentegre.com/uploads/2026/02/colorpan-katalog-2026-tr-en.pdf","https://www.kastamonuentegre.com/tr_tr/kataloglar","colorpan-katalog-2026-tr-en.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-colorpan-2026-v1.pdf","2026-07-26","TBD-2.10B","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/mdf/","Kastamonu Entegre Colorpan 2026 kataloğu","aday","MDF sayfası kapsamına alınmadan önce Yiğiter tedarik/stok kapsamı teyit edilecek.","","","","","","","skip"
"ke-pdf-019","pureboard","brochure-pdf","https://www.kastamonuentegre.com/uploads/2025/02/pureboard-brosur-2025-onaya.pdf","https://www.kastamonuentegre.com/tr_tr/kataloglar","pureboard-brosur-2025-onaya.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-pureboard-2025-v1.pdf","2026-07-26","TBD-2.10B","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/mdf/; /urunler/kastamonu-entegre/yongalevha/","Kastamonu Entegre Pureboard 2025 broşürü","aday","Ürün tipi ve Yiğiter tedarik kapsamı PDF incelemesiyle doğrulanmadan yayınlanmayacak.","","","","","","","skip"
"ke-pdf-020","dekoratif-panel-portfoy","brochure-pdf","https://www.kastamonuentegre.com/uploads/2024/09/intermob-fuar-yenilikler-brosuru-2024-tr.pdf","https://www.kastamonuentegre.com/tr_tr/kataloglar","intermob-fuar-yenilikler-brosuru-2024-tr.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-intermob-yenilikler-2024-v1.pdf","2026-07-26","TBD-2.10B","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Intermob 2024 yenilikler broşürü","aday","Güncel ürün doğrulamasında referans; ana katalog CTA'sı olarak kullanılmayacak.","","","","","","","skip"
